Class,Precision,Recall,F1 Score,Aspect Accuracy
Negative,0.7376281112737921,0.8269862114248194,0.7797554558117938,0.7761640324647586
Neutral,0.8278722521775197,0.6379034835410674,0.7205776173285198,0.7761640324647586
Positive,0.7781232334652346,0.8632800250862339,0.818492641593578,0.7761640324647586
